Source;Target;Type
1377;9049;Directed
1377;4414;Directed
1377;8396;Directed
1377;14024;Directed
1378;7326;Directed
1378;4027;Directed
1378;9848;Directed
1378;13103;Directed
1378;9602;Directed
1378;7921;Directed
1379;9936;Directed
1379;1728;Directed
1379;2185;Directed
1379;8262;Directed
1379;8924;Directed
1380;8584;Directed
1380;4913;Directed
1381;10481;Directed
1381;3526;Directed
1381;5567;Directed
1381;8266;Directed
1381;8498;Directed
1382;12364;Directed
1382;6505;Directed
1383;1841;Directed
1384;12655;Directed
1384;4270;Directed
1385;3210;Directed
1385;6859;Directed
1385;8927;Directed
1385;3736;Directed
1385;5767;Directed
1385;10333;Directed
1385;4819;Directed
1385;1998;Directed
9504;6500;Directed
9504;5887;Directed
9504;13861;Directed
9504;6290;Directed
9504;2398;Directed
9504;12162;Directed
9504;10104;Directed
9504;12255;Directed
1387;3903;Directed
1387;8074;Directed
1387;1972;Directed
1387;13495;Directed
1387;4426;Directed
1387;12591;Directed
1387;10032;Directed
1388;12395;Directed
1388;6970;Directed
1388;11119;Directed
1389;4281;Directed
1389;6580;Directed
1389;13049;Directed
1389;13891;Directed
1389;6548;Directed
1389;6373;Directed
1389;2497;Directed
1389;10196;Directed
1389;2541;Directed
1389;11892;Directed
1389;11591;Directed
1389;11676;Directed
1389;12563;Directed
1389;13949;Directed
1389;4046;Directed
1389;13418;Directed
1390;2015;Directed
1390;1703;Directed
1390;2829;Directed
1390;13472;Directed
1390;8223;Directed
1391;8016;Directed
1392;5767;Directed
1392;8927;Directed
1392;1998;Directed
1392;7537;Directed
1393;8867;Directed
1393;6456;Directed
1393;5888;Directed
1393;4738;Directed
1393;8135;Directed
1393;4089;Directed
1393;5674;Directed
1393;8004;Directed
1393;1453;Directed
1393;2773;Directed
1393;6514;Directed
1393;7798;Directed
1393;11809;Directed
1393;7534;Directed
1393;9876;Directed
1393;7370;Directed
1393;6475;Directed
1393;8073;Directed
1393;2340;Directed
1393;8797;Directed
1393;13736;Directed
1393;13738;Directed
1393;8127;Directed
1393;5657;Directed
13074;11657;Directed
13074;2470;Directed
13074;10842;Directed
13074;11819;Directed
13074;13237;Directed
13074;10301;Directed
13074;6595;Directed
13074;3362;Directed
13074;4599;Directed
13074;5395;Directed
13074;5131;Directed
13074;10865;Directed
1394;13372;Directed
1394;5962;Directed
1394;12938;Directed
1394;12250;Directed
1394;12872;Directed
1394;9130;Directed
1394;7542;Directed
1394;7723;Directed
1394;4334;Directed
1394;13880;Directed
1394;3575;Directed
1394;9145;Directed
1394;7660;Directed
1394;7844;Directed
1394;11465;Directed
1394;9525;Directed
1394;11180;Directed
1394;13546;Directed
1395;10998;Directed
1395;4182;Directed
1395;13283;Directed
1395;5159;Directed
1396;8386;Directed
1396;7946;Directed
1396;3893;Directed
1397;11910;Directed
1398;2486;Directed
1398;9969;Directed
1398;5139;Directed
1398;9515;Directed
1398;3535;Directed
1398;9109;Directed
1398;10590;Directed
1398;7534;Directed
1398;7965;Directed
1398;13104;Directed
1398;13952;Directed
1398;12660;Directed
1398;8084;Directed
1398;3557;Directed
1398;9208;Directed
1398;5975;Directed
1398;9258;Directed
1398;11903;Directed
1398;8307;Directed
1398;4664;Directed
1398;10410;Directed
1398;11458;Directed
1398;8862;Directed
1398;10476;Directed
1399;3474;Directed
1399;4841;Directed
1399;14057;Directed
1399;4824;Directed
1399;1956;Directed
1399;12199;Directed
1399;11318;Directed
1399;4081;Directed
1400;6150;Directed
1400;8437;Directed
1400;2610;Directed
1401;1884;Directed
1401;12536;Directed
1401;11934;Directed
1401;9970;Directed
1401;12498;Directed
1402;7816;Directed
7141;13372;Directed
7141;10080;Directed
7141;5787;Directed
7141;3264;Directed
7141;11583;Directed
7141;8223;Directed
1404;13078;Directed
1404;8517;Directed
1404;12315;Directed
1405;2955;Directed
1406;7988;Directed
1406;8941;Directed
1406;5980;Directed
1406;4280;Directed
1406;13776;Directed
1407;13148;Directed
1407;11401;Directed
1407;2400;Directed
1408;9432;Directed
1408;10896;Directed
1408;1022;Directed
1408;7877;Directed
1408;11631;Directed
1409;9442;Directed
1409;13086;Directed
1409;7617;Directed
1409;11605;Directed
1410;10299;Directed
1411;1730;Directed
1411;4493;Directed
1411;12292;Directed
7143;12038;Directed
7143;4266;Directed
7143;8664;Directed
7143;2266;Directed
1413;12984;Directed
1413;10714;Directed
1413;619;Directed
1413;8782;Directed
1413;13977;Directed
1413;12348;Directed
1413;6095;Directed
1413;10934;Directed
1413;10812;Directed
1413;5406;Directed
1413;1632;Directed
1413;3148;Directed
1413;8156;Directed
1414;5669;Directed
1414;13213;Directed
1414;13392;Directed
1414;13496;Directed
1414;9652;Directed
1415;2091;Directed
1415;12660;Directed
1415;8524;Directed
1415;7848;Directed
1415;2628;Directed
1416;7199;Directed
1417;3999;Directed
1417;8924;Directed
1417;10552;Directed
1417;5631;Directed
1417;6022;Directed
1417;1880;Directed
1417;11095;Directed
1417;13448;Directed
1418;2995;Directed
1418;4333;Directed
1418;1732;Directed
1418;2610;Directed
1418;4348;Directed
1418;5353;Directed
1418;11669;Directed
1418;8892;Directed
1418;11126;Directed
1419;9392;Directed
1419;7241;Directed
1419;3346;Directed
1419;3460;Directed
1419;4361;Directed
1419;13382;Directed
1419;10493;Directed
1420;5545;Directed
1422;2713;Directed
1422;9004;Directed
1422;1605;Directed
1424;4448;Directed
1424;2318;Directed
1424;7216;Directed
1425;2425;Directed
1425;10118;Directed
1425;11438;Directed
1426;13660;Directed
1426;3821;Directed
1427;12445;Directed
1427;12806;Directed
1427;10524;Directed
1427;3529;Directed
1427;10791;Directed
1427;6051;Directed
1427;3318;Directed
1427;8068;Directed
1427;11095;Directed
1427;13315;Directed
1427;2313;Directed
1427;12722;Directed
1427;4990;Directed
1427;2619;Directed
1427;7154;Directed
1427;13497;Directed
1427;3502;Directed
1427;2575;Directed
1427;2800;Directed
1427;12427;Directed
1427;9990;Directed
1427;9953;Directed
1427;9850;Directed
1428;5561;Directed
1428;7286;Directed
7144;4636;Directed
7144;8166;Directed
7144;6743;Directed
7144;4134;Directed
7144;5595;Directed
1430;4348;Directed
1430;9236;Directed
1430;5195;Directed
1430;10290;Directed
12660;5664;Directed
12660;6898;Directed
12660;8376;Directed
12660;11010;Directed
12660;7895;Directed
12660;4466;Directed
12660;7843;Directed
12660;13765;Directed
12660;5450;Directed
12660;2188;Directed
12660;9279;Directed
12660;13642;Directed
12660;9212;Directed
12660;4499;Directed
12660;9515;Directed
12660;3535;Directed
12660;8333;Directed
12660;2274;Directed
12660;3756;Directed
12660;12582;Directed
12660;5512;Directed
12660;13521;Directed
12660;10836;Directed
12660;2696;Directed
12660;3216;Directed
12660;5267;Directed
12660;5119;Directed
12660;11095;Directed
12660;6502;Directed
12660;6684;Directed
12660;4472;Directed
12660;4430;Directed
12660;13611;Directed
12660;11553;Directed
12660;12423;Directed
12660;8574;Directed
12660;8250;Directed
12660;2461;Directed
12660;11628;Directed
12660;13024;Directed
12660;11042;Directed
12660;7297;Directed
12660;6485;Directed
12660;12490;Directed
12660;13421;Directed
12660;7044;Directed
12660;12313;Directed
12660;13082;Directed
12660;10877;Directed
12660;6588;Directed
12660;13992;Directed
12660;12376;Directed
12660;11380;Directed
12660;7485;Directed
12660;4128;Directed
12660;7328;Directed
12660;6434;Directed
12660;5139;Directed
12660;6993;Directed
12660;4086;Directed
12660;7053;Directed
12660;10780;Directed
12660;10410;Directed
12660;2255;Directed
12660;5748;Directed
12660;2853;Directed
12660;12741;Directed
12660;7404;Directed
12660;9219;Directed
1431;11022;Directed
1431;7778;Directed
1431;8562;Directed
1431;3060;Directed
1431;13472;Directed
1431;8223;Directed
1431;11894;Directed
1431;13414;Directed
1431;11110;Directed
1431;11255;Directed
1431;7231;Directed
1431;9851;Directed
1431;7793;Directed
1432;9791;Directed
1432;3827;Directed
1432;10142;Directed
1432;4934;Directed
1432;13100;Directed
1432;1939;Directed
1432;6667;Directed
1432;6461;Directed
1432;10750;Directed
1432;5323;Directed
1432;5412;Directed
1432;4047;Directed
1432;2493;Directed
1432;8616;Directed
1432;13407;Directed
1432;10895;Directed
1432;687;Directed
1432;2452;Directed
1432;7266;Directed
1432;6527;Directed
1432;5802;Directed
1432;8519;Directed
1432;13130;Directed
1432;13241;Directed
1432;6094;Directed
1432;5173;Directed
1432;5863;Directed
1432;12328;Directed
1432;8090;Directed
1432;4229;Directed
1432;1965;Directed
1432;5183;Directed
1432;4561;Directed
1432;6696;Directed
1432;291;Directed
1432;7008;Directed
1432;3271;Directed
1432;5342;Directed
1433;3515;Directed
1433;7511;Directed
1434;7386;Directed
1434;7525;Directed
1435;9196;Directed
1436;7538;Directed
1437;9066;Directed
1437;12902;Directed
1437;6984;Directed
1437;8503;Directed
1437;3854;Directed
1437;12988;Directed
1437;13766;Directed
1437;8168;Directed
1437;14001;Directed
1437;4110;Directed
1438;11890;Directed
1438;4333;Directed
1438;4651;Directed
1438;12603;Directed
1440;11996;Directed
1440;1926;Directed
1440;10590;Directed
1440;7965;Directed
1440;4494;Directed
1440;11458;Directed
1440;13500;Directed
1441;8372;Directed
1441;8504;Directed
1441;6371;Directed
1441;5951;Directed
1441;7051;Directed
1441;1782;Directed
1441;3465;Directed
1442;11060;Directed
1442;2572;Directed
1442;7870;Directed
1443;8921;Directed
1443;4393;Directed
1443;9316;Directed
1443;5940;Directed
1443;10059;Directed
1443;4678;Directed
1443;9092;Directed
1444;1488;Directed
1444;5818;Directed
1445;7273;Directed
1445;12595;Directed
1445;3365;Directed
1445;11273;Directed
1445;7;Directed
1446;3288;Directed
1446;1651;Directed
1446;6048;Directed
1447;10583;Directed
1447;13409;Directed
1448;8921;Directed
1448;13521;Directed
1448;2436;Directed
1448;10852;Directed
1448;9298;Directed
1448;13245;Directed
1448;8012;Directed
1448;8396;Directed
1449;12120;Directed
1449;13181;Directed
1449;3855;Directed
1449;12839;Directed
1449;8656;Directed
1449;12580;Directed
1449;4739;Directed
1450;8223;Directed
1450;2513;Directed
1450;11147;Directed
1451;1675;Directed
1451;2747;Directed
1451;7711;Directed
9512;8706;Directed
9512;6503;Directed
9512;7785;Directed
9512;12451;Directed
9512;9229;Directed
9512;1838;Directed
9512;11977;Directed
9512;4685;Directed
9512;11934;Directed
9512;8962;Directed
9512;1634;Directed
9512;3101;Directed
9512;3328;Directed
9512;12480;Directed
9512;1833;Directed
9512;5864;Directed
9512;3500;Directed
9512;5588;Directed
9512;13987;Directed
9512;6540;Directed
9512;3057;Directed
9512;7268;Directed
9512;9108;Directed
1453;2703;Directed
1453;2505;Directed
1453;12416;Directed
1453;1714;Directed
1453;5480;Directed
1453;1854;Directed
1453;7339;Directed
1453;13727;Directed
1453;11009;Directed
1453;2709;Directed
1453;6658;Directed
1453;6883;Directed
1453;5888;Directed
1453;5076;Directed
1453;7361;Directed
1453;7146;Directed
1453;6246;Directed
1455;5077;Directed
1455;3625;Directed
1455;3057;Directed
1455;6503;Directed
1455;9936;Directed
1455;2277;Directed
1455;7247;Directed
1455;5633;Directed
1455;8684;Directed
1455;7997;Directed
1455;7177;Directed
1455;1492;Directed
1455;10816;Directed
1455;9108;Directed
1455;2992;Directed
1455;7118;Directed
1456;9563;Directed
1456;5283;Directed
1456;2231;Directed
1456;8111;Directed
1456;3748;Directed
1456;9973;Directed
1457;6021;Directed
1457;10591;Directed
1458;2716;Directed
1458;10985;Directed
1458;13047;Directed
1458;5879;Directed
1458;9298;Directed
1458;1921;Directed
1458;6754;Directed
1458;10016;Directed
1459;10960;Directed
1459;8675;Directed
1459;4872;Directed
1459;2712;Directed
1459;2916;Directed
1459;4678;Directed
1459;10797;Directed
1459;4354;Directed
1459;4100;Directed
1459;12115;Directed
1459;6825;Directed
1459;7028;Directed
1459;5009;Directed
1459;2313;Directed
1459;4990;Directed
1459;13971;Directed
1459;12800;Directed
1459;12597;Directed
1459;8849;Directed
1459;7154;Directed
1459;11107;Directed
1459;9590;Directed
1459;5234;Directed
1459;13734;Directed
1459;9702;Directed
1459;4122;Directed
1459;12850;Directed
1459;2940;Directed
1459;9494;Directed
1459;11335;Directed
1459;13927;Directed
1459;6282;Directed
1459;6651;Directed
1459;10782;Directed
1459;3759;Directed
1460;1657;Directed
1460;12130;Directed
1460;5211;Directed
1460;11518;Directed
1460;3191;Directed
1460;11862;Directed
1460;8167;Directed
1460;8601;Directed
1460;4563;Directed
1460;13199;Directed
1460;9776;Directed
1460;10740;Directed
1460;4497;Directed
1461;6539;Directed
1461;12474;Directed
1461;4374;Directed
1462;10385;Directed
1462;10137;Directed
1462;3609;Directed
1462;9638;Directed
1462;6001;Directed
1462;4275;Directed
1462;11281;Directed
1462;1697;Directed
1462;4228;Directed
1464;12659;Directed
1464;4860;Directed
1464;1128;Directed
1465;8867;Directed
1465;9362;Directed
1465;12462;Directed
1465;5290;Directed
1465;7804;Directed
1465;7534;Directed
1465;5005;Directed
1465;4738;Directed
1465;10448;Directed
1465;9356;Directed
1465;9207;Directed
1465;1997;Directed
1465;4853;Directed
1466;13893;Directed
1466;13095;Directed
1466;11233;Directed
1466;12288;Directed
1466;2049;Directed
1466;9450;Directed
1467;11527;Directed
1467;10002;Directed
1467;10574;Directed
1468;5899;Directed
1468;11376;Directed
1468;9886;Directed
1468;3239;Directed
1468;13197;Directed
1468;3383;Directed
1468;11085;Directed
1468;3062;Directed
1468;3727;Directed
1468;4983;Directed
1468;1492;Directed
1468;3979;Directed
1468;9473;Directed
1468;1712;Directed
1468;8395;Directed
1469;13905;Directed
1469;6328;Directed
1470;5200;Directed
1470;12601;Directed
8979;3301;Directed
8979;3893;Directed
8979;14074;Directed
8979;10035;Directed
1473;7445;Directed
1473;10736;Directed
1473;14070;Directed
1473;11368;Directed
1473;5890;Directed
1473;9705;Directed
1473;11059;Directed
1473;1655;Directed
1473;11143;Directed
1473;6023;Directed
1473;2727;Directed
1473;1863;Directed
1473;7890;Directed
1473;3425;Directed
1473;10681;Directed
1474;4959;Directed
1474;6319;Directed
1474;8382;Directed
1475;13800;Directed
1475;11377;Directed
1475;4443;Directed
1475;7938;Directed
1475;10566;Directed
1475;2097;Directed
1475;2510;Directed
1475;1753;Directed
1475;1263;Directed
1475;7351;Directed
1476;12177;Directed
1476;13297;Directed
1476;6329;Directed
1476;8318;Directed
1476;7768;Directed
1476;12877;Directed
1476;4196;Directed
1476;4339;Directed
1476;12357;Directed
1476;9961;Directed
1477;4779;Directed
1477;11521;Directed
1477;8150;Directed
1478;3893;Directed
1478;6590;Directed
1478;11934;Directed
1478;11059;Directed
1478;6438;Directed
13188;4668;Directed
13188;7795;Directed
13188;4009;Directed
13188;11242;Directed
13188;5693;Directed
13188;3070;Directed
13188;6471;Directed
13188;9128;Directed
13188;360;Directed
9517;2736;Directed
1479;3840;Directed
1479;4757;Directed
1479;10838;Directed
1479;7205;Directed
1479;12572;Directed
1479;13987;Directed
1479;9756;Directed
1479;10294;Directed
1479;5280;Directed
1479;9744;Directed
1479;11470;Directed
1480;13155;Directed
1480;3596;Directed
1480;6331;Directed
1480;2795;Directed
1480;11938;Directed
1480;13579;Directed
1481;5414;Directed
1481;8832;Directed
1481;13256;Directed
1481;10274;Directed
1481;12198;Directed
1481;8396;Directed
1483;5010;Directed
1483;2435;Directed
1483;10643;Directed
1483;3646;Directed
1483;4077;Directed
1483;13748;Directed
13950;10431;Directed
13950;11086;Directed
1484;8490;Directed
1484;10512;Directed
1484;9561;Directed
1484;12486;Directed
1484;4759;Directed
1485;2907;Directed
1486;9595;Directed
1486;6660;Directed
1486;2608;Directed
1486;12927;Directed
1486;13908;Directed
1486;9862;Directed
1486;13399;Directed
1486;7859;Directed
1486;7597;Directed
1487;5615;Directed
1487;3998;Directed
1487;4294;Directed
1487;3216;Directed
1487;11547;Directed
1487;10342;Directed
1487;8169;Directed
1487;12324;Directed
1488;9886;Directed
1488;1572;Directed
1488;7478;Directed
1488;5368;Directed
1488;5845;Directed
1488;8185;Directed
1488;3844;Directed
1488;7866;Directed
1488;10286;Directed
1488;7202;Directed
1488;11106;Directed
1488;13981;Directed
1488;13245;Directed
1488;13142;Directed
1488;9608;Directed
1488;5818;Directed
1488;2035;Directed
1488;6596;Directed
1488;13746;Directed
1488;11244;Directed
1488;1277;Directed
1489;11608;Directed
1489;12971;Directed
1489;13744;Directed
1489;7728;Directed
1490;12445;Directed
1490;3364;Directed
1490;4678;Directed
1490;12106;Directed
1490;3318;Directed
1490;9917;Directed
1490;5726;Directed
1490;8185;Directed
1490;4214;Directed
1490;8967;Directed
1490;9533;Directed
1490;7653;Directed
1490;12075;Directed
1490;13734;Directed
1490;2793;Directed
1490;12786;Directed
1490;12244;Directed
1490;12894;Directed
1490;2800;Directed
1490;10065;Directed
1490;7685;Directed
1490;7990;Directed
1490;8363;Directed
1490;10365;Directed
1492;11071;Directed
1492;13828;Directed
1492;1854;Directed
1492;7534;Directed
1492;10277;Directed
1492;13229;Directed
1492;9533;Directed
1492;12642;Directed
1492;10290;Directed
1492;6754;Directed
1492;10065;Directed
1492;6590;Directed
1492;1732;Directed
1492;5547;Directed
1492;10365;Directed
1492;1984;Directed
1492;11126;Directed
1493;3801;Directed
1493;3184;Directed
1494;8223;Directed
1494;8570;Directed
1496;3221;Directed
1496;6026;Directed
1496;3507;Directed
1496;3732;Directed
1496;2565;Directed
1496;11215;Directed
1496;6574;Directed
1496;11145;Directed
1497;5476;Directed
1497;3636;Directed
1497;13132;Directed
1497;2552;Directed
1498;7127;Directed
1498;6512;Directed
1498;2051;Directed
1498;3854;Directed
1498;11894;Directed
1498;8223;Directed
1498;12016;Directed
1498;9984;Directed
1498;12122;Directed
1498;2467;Directed
1499;3918;Directed
1499;5247;Directed
1499;9874;Directed
1499;5538;Directed
1499;10710;Directed
1499;11759;Directed
1499;10359;Directed
1499;5542;Directed
1499;7478;Directed
1499;13746;Directed
1499;9356;Directed
1499;4070;Directed
1499;7099;Directed
1500;9479;Directed
1500;8901;Directed
1500;6967;Directed
1500;10690;Directed
1500;8426;Directed
1500;2077;Directed
1501;2747;Directed
1501;3013;Directed
1502;13269;Directed
1502;5565;Directed
10751;2097;Directed
10751;10897;Directed
10751;12286;Directed
10751;2918;Directed
10751;12975;Directed
10751;1753;Directed
10751;10544;Directed
1503;2011;Directed
1504;10858;Directed
1505;7968;Directed
1505;9870;Directed
1505;1706;Directed
1505;11872;Directed
1506;3289;Directed
1506;2734;Directed
1506;3831;Directed
1506;13765;Directed
1506;12601;Directed
1506;6473;Directed
1507;6098;Directed
11860;10774;Directed
1509;12561;Directed
1509;6286;Directed
1509;2215;Directed
1509;11820;Directed
1509;10257;Directed
1509;5158;Directed
1509;6264;Directed
1510;9805;Directed
1510;13264;Directed
1510;14005;Directed
1510;9272;Directed
1510;7786;Directed
1510;12420;Directed
1510;11576;Directed
1510;7708;Directed
1510;2532;Directed
1510;2691;Directed
1510;3759;Directed
1510;11766;Directed
1511;1718;Directed
1511;13387;Directed
1512;9393;Directed
1512;2216;Directed
1512;7566;Directed
1512;10025;Directed
1512;6837;Directed
1512;10152;Directed
1512;13974;Directed
1512;7165;Directed
1512;12421;Directed
1512;9561;Directed
1512;11692;Directed
1513;9531;Directed
1513;5660;Directed
1513;5810;Directed
1513;8471;Directed
1513;3397;Directed
1513;4065;Directed
1513;6901;Directed
1513;8385;Directed
1513;10892;Directed
1514;1982;Directed
1515;7876;Directed
1515;7555;Directed
1515;5389;Directed
1515;10239;Directed
1515;2238;Directed
1515;11523;Directed
1515;9289;Directed
1515;8455;Directed
1516;7353;Directed
1516;1543;Directed
1516;4102;Directed
1516;2955;Directed
1517;1842;Directed
1517;6767;Directed
1517;13037;Directed
1517;6744;Directed
1517;7584;Directed
1517;13515;Directed
1518;4682;Directed
1519;10024;Directed
1520;12259;Directed
1520;13372;Directed
1520;6049;Directed
1520;4920;Directed
1520;12506;Directed
1520;1587;Directed
1520;12436;Directed
1520;9554;Directed
1520;9784;Directed
1520;8326;Directed
1520;4836;Directed
1520;5559;Directed
1521;5875;Directed
1521;11937;Directed
1521;10439;Directed
1521;8462;Directed
1521;9788;Directed
1521;11126;Directed
1522;10372;Directed
1522;5554;Directed
1522;1835;Directed
1522;5046;Directed
1522;7802;Directed
1522;5366;Directed
1522;7591;Directed
1522;5959;Directed
1522;3902;Directed
1522;6251;Directed
1522;9886;Directed
1522;2733;Directed
1522;3049;Directed
1522;10555;Directed
1522;12486;Directed
1522;13311;Directed
1522;13376;Directed
1522;7985;Directed
1522;9790;Directed
1523;6616;Directed
1523;4919;Directed
1523;13042;Directed
1523;9935;Directed
1523;3795;Directed
1523;5362;Directed
1523;6723;Directed
1523;2777;Directed
1523;7778;Directed
1523;11682;Directed
1523;13617;Directed
1523;4890;Directed
1523;6635;Directed
1523;13292;Directed
1523;12488;Directed
1523;6946;Directed
1523;1623;Directed
1523;4838;Directed
1524;14;Directed
1525;2870;Directed
1525;13852;Directed
1525;3212;Directed
1525;9033;Directed
1525;10042;Directed
1525;13411;Directed
1525;4426;Directed
1525;9957;Directed
1525;3913;Directed
1526;10714;Directed
1526;4271;Directed
1526;3623;Directed
1526;12430;Directed
1526;5051;Directed
1526;13977;Directed
1526;4076;Directed
1526;11088;Directed
1526;11685;Directed
1526;9100;Directed
1526;5033;Directed
1526;7638;Directed
1526;13216;Directed
1526;13008;Directed
1526;10812;Directed
13361;6475;Directed
13361;4072;Directed
13361;6456;Directed
13361;11809;Directed
13361;12462;Directed
13361;4490;Directed
13361;8002;Directed
13361;8135;Directed
13361;13879;Directed
13361;5657;Directed
1527;6561;Directed
1528;12343;Directed
1528;1690;Directed
1528;12260;Directed
1528;12989;Directed
1528;10897;Directed
1528;12615;Directed
1528;4479;Directed
1528;1749;Directed
1528;5194;Directed
1528;12373;Directed
1529;9049;Directed
1530;6722;Directed
1530;2182;Directed
1530;6042;Directed
1530;12532;Directed
1531;9346;Directed
1531;11995;Directed
1531;13635;Directed
1531;11201;Directed
1531;9248;Directed
1531;4088;Directed
1531;9849;Directed
1531;11477;Directed
1531;13542;Directed
1531;2599;Directed
1531;823;Directed
1531;3499;Directed
1531;13138;Directed
1531;4105;Directed
1531;10748;Directed
1531;5445;Directed
1531;10850;Directed
1532;11630;Directed
1532;11316;Directed
1532;3634;Directed
1533;6328;Directed
1533;11435;Directed
9526;12611;Directed
9526;3831;Directed
9526;13456;Directed
9526;4779;Directed
9526;9176;Directed
9526;10035;Directed
9526;3257;Directed
9526;13847;Directed
9526;12281;Directed
9526;11521;Directed
9526;11934;Directed
9526;10215;Directed
9526;8185;Directed
9526;8396;Directed
9526;10051;Directed
9526;700;Directed
9526;8735;Directed
9526;2734;Directed
9526;13424;Directed
9526;11574;Directed
9526;9037;Directed
9526;3704;Directed
9526;8924;Directed
9526;14099;Directed
9526;12497;Directed
1536;9127;Directed
1536;6437;Directed
1536;3726;Directed
1536;11575;Directed
1536;1112;Directed
1536;9320;Directed
1537;1651;Directed
9528;9869;Directed
1539;3893;Directed
1539;1854;Directed
1539;6002;Directed
1539;6658;Directed
1539;8223;Directed
1539;11574;Directed
1539;9498;Directed
1539;9544;Directed
1539;2987;Directed
1539;4414;Directed
1539;7778;Directed
1539;4007;Directed
1539;11856;Directed
1540;13828;Directed
1541;5669;Directed
1541;7610;Directed
1541;11522;Directed
1541;4769;Directed
1541;1669;Directed
11867;5028;Directed
1544;10548;Directed
1544;3137;Directed
1544;6302;Directed
1544;9789;Directed
1544;9441;Directed
1544;3607;Directed
1545;2591;Directed
1546;13460;Directed
1547;8733;Directed
1547;9533;Directed
1547;10065;Directed
1547;1732;Directed
1547;9872;Directed
1547;3419;Directed
1547;11545;Directed
1547;10277;Directed
1547;5500;Directed
1547;12244;Directed
1547;10365;Directed
1547;3414;Directed
1547;9305;Directed
1548;12118;Directed
1548;528;Directed
1548;3230;Directed
1549;9536;Directed
1549;2001;Directed
1550;12686;Directed
1550;8018;Directed
1550;9081;Directed
1550;13686;Directed
1550;10590;Directed
1550;2124;Directed
1550;11458;Directed
1550;10692;Directed
13805;3696;Directed
13805;9655;Directed
13805;8754;Directed
13805;8715;Directed
1553;13502;Directed
1553;7919;Directed
1553;5920;Directed
1553;11862;Directed
1554;2817;Directed
1554;3526;Directed
1554;5567;Directed
1554;8266;Directed
1554;9146;Directed
1554;10771;Directed
1554;4161;Directed
1554;10322;Directed
1554;13018;Directed
1554;8498;Directed
1555;11645;Directed
1555;5039;Directed
1555;2077;Directed
1555;7740;Directed
1555;9991;Directed
1555;8144;Directed
1556;6722;Directed
1556;4092;Directed
1556;8601;Directed
1556;1723;Directed
1556;10415;Directed
1556;5407;Directed
1556;2553;Directed
1556;3022;Directed
1556;94;Directed
1556;10792;Directed
1556;5482;Directed
1556;9715;Directed
1556;9048;Directed
1556;2182;Directed
1556;4800;Directed
1556;4550;Directed
1556;8348;Directed
1556;4699;Directed
1556;2464;Directed
1556;6702;Directed
1556;13500;Directed
1556;10879;Directed
1556;9017;Directed
1556;8537;Directed
1556;1607;Directed
1556;1979;Directed
1556;628;Directed
1556;12901;Directed
1556;3517;Directed
1556;12440;Directed
1557;5885;Directed
1558;3577;Directed
1558;1620;Directed
1558;6046;Directed
1558;8026;Directed
1559;4975;Directed
1559;11215;Directed
1559;1651;Directed
1559;7722;Directed
1560;9411;Directed
9972;12320;Directed
1561;6385;Directed
1561;9250;Directed
1561;8873;Directed
1561;7361;Directed
1563;6831;Directed
1563;2031;Directed
1563;9144;Directed
1563;10187;Directed
1563;14107;Directed
1563;7362;Directed
1564;13502;Directed
1564;11116;Directed
1564;4073;Directed
1564;5094;Directed
1564;5716;Directed
1564;13362;Directed
1564;4937;Directed
1564;12775;Directed
1564;11320;Directed
1564;12244;Directed
1564;4024;Directed
1564;8790;Directed
1564;5930;Directed
1565;8717;Directed
1565;10844;Directed
1566;13655;Directed
1566;1700;Directed
1566;10669;Directed
1566;5162;Directed
1566;2734;Directed
1566;8329;Directed
1566;10827;Directed
1566;9037;Directed
1566;10152;Directed
1566;5410;Directed
1567;3893;Directed
1567;6832;Directed
1567;10068;Directed
1567;7160;Directed
1567;6352;Directed
1567;9049;Directed
1567;9161;Directed
1567;9889;Directed
1567;6579;Directed
1567;11816;Directed
1567;5909;Directed
1568;10347;Directed
1568;13815;Directed
1568;6201;Directed
1568;5039;Directed
1568;5987;Directed
1568;3822;Directed
1568;6245;Directed
1569;6476;Directed
1569;5250;Directed
1569;3909;Directed
1569;3128;Directed
1569;8758;Directed
1569;12244;Directed
1569;7485;Directed
1569;5063;Directed
1570;7770;Directed
1570;12098;Directed
1570;9240;Directed
1570;9177;Directed
1570;12213;Directed
1571;7031;Directed
1571;12412;Directed
1571;3266;Directed
1572;5575;Directed
1573;9121;Directed
1573;12167;Directed
1573;7778;Directed
1573;6658;Directed
1573;9027;Directed
1574;2406;Directed
1574;13210;Directed
1574;5265;Directed
1574;4837;Directed
1574;5879;Directed
1574;5177;Directed
1574;13698;Directed
1574;13108;Directed
1574;9785;Directed
1575;4214;Directed
1575;9024;Directed
1575;7530;Directed
1575;9893;Directed
1575;7518;Directed
1575;7540;Directed
1575;3108;Directed
1575;12585;Directed
1575;1643;Directed
1575;9901;Directed
1575;9005;Directed
1575;7903;Directed
1575;4702;Directed
1575;8790;Directed
1575;11025;Directed
1576;3179;Directed
1576;13783;Directed
1576;4910;Directed
1577;10370;Directed
1577;6290;Directed
1577;8113;Directed
1577;8223;Directed
1577;2813;Directed
1577;5310;Directed
1577;13593;Directed
1577;4414;Directed
1577;11989;Directed
1577;3706;Directed
1577;9859;Directed
1577;11131;Directed
1577;11081;Directed
1577;219;Directed
1577;10100;Directed
1577;11566;Directed
1577;9758;Directed
1577;8186;Directed
1577;9930;Directed
1577;10765;Directed
1577;8792;Directed
1577;12162;Directed
