id;name;new_id
3,09451E+14;STV;4811
1,40664E+11;Comcast Impact;7634
4,94168E+14;HuffPost Alberta;5551
9812439851;IndyStar;12582
2,51305E+14;台灣達人秀;7953
2,58382E+11;Tigo Guatemala;11178
3,82559E+11;Billboard Latin;12235
1,2756E+14;The Daily Dot;6909
1,14174E+14;Yle Västnyland;9431
95314278455;Vistaprint;8796
1,80053E+14;ICA Student;2520
4,1629E+14;Fifth Third Bank;1616
1,94E+14;Tipsy Bartender;11347
1,96272E+11;TANGO WAFER RENYAH;9513
1,43512E+15;Televisa;1483
1,45397E+14;Castello;10746
4,5018E+14;Motorsport.com Middle East;8962
1,92901E+14;Specsavers Sverige;12046
1,96329E+14;Glamour Brasil;12504
2,63671E+11;Trt Albanian;2332
1,49859E+11;Smyths Toys Superstores;149
1,08182E+14;Pinksixty;4013
1,4051E+15;風傳媒看世界;4474
2,86948E+11;Volkswagen;863
6,13169E+14;MZ Bernburg;13806
1,38041E+15;Anadolu Agency-FR;2769
1,12666E+14;Global Cycling Network;13251
1,02885E+11;NOWnews 今日新聞;10647
1,62346E+14;WKAQ 580;1807
6,59596E+14;Brimbank & North West Star Weekly;11745
1,43484E+11;radio SAW;3705
1,72591E+14;Webjet.com.au;943
1,40844E+14;Olper's;4296
33696906226;ICI Saskatchewan;13627
3,19382E+14;ScoopWhoop News;2684
1,01898E+14;Abbott Careers;565
1,20199E+14;MYER;10101
5,56317E+14;Naturalizer México;2181
71364160708;FOX 55/27 Illinois;4797
1,95152E+14;JAPAN AIRLINES (JAL);11207
31404651931;105.7 The Point;12870
1,32855E+11;KTVA 11 News;10460
6,28774E+14;Task & Purpose;1444
1,06077E+11;Cynthia Rowley;5726
1,29543E+14;PEEPS;11107
7,80522E+14;Flight Centre Travel Group, The Americas;282
2,73373E+11;Fotolia;11281
8,80801E+14;Big Cola;5156
58415794332;Sheridan;7849
2,29154E+14;YRF Entertainment;11341
1,37689E+14;BR Franken;6750
2,27921E+14;John West Australia & New Zealand;9542
1,51049E+14;Red Bull MOBILE;133
3,34819E+14;Johnny's Got You Covered;5703
46959023092;WDAY TV News;13222
1,83694E+11;Antenne Kärnten;13170
3,68416E+14;WOLACO;1712
1,14147E+14;Florida's Natural;11898
55926724315;Where Y'at Magazine;981
86030192868;Silicon Valley Business Journal;1811
1,24258E+14;ELLE Decoration Sweden;5987
13539254023;CBS New York;3357
3,20323E+14;Revista Actual;5365
1,88626E+14;People's Daily, China;10084
3,89942E+14;ABC Córdoba;12987
1,64217E+11;Full Comment;1724
5,82672E+14;Bellingen Shire Courier-Sun;12817
3,89256E+14;P4 Halland Sveriges Radio;1132
8,87825E+14;01新聞;13490
54508707659;Official NFL Shop;10399
1,38979E+15;Astro GO;13275
19710366981;Isthmus;9222
1,36881E+14;Punjab Kesari / Himachal;3839
1,01274E+11;Volkswagen;3119
5,35405E+14;Mi Singapore;11623
1,39154E+14;El Periódico Extremadura;2717
2,66431E+11;KLM Polska;6490
1,24927E+11;winbank;11194
6,52849E+14;Wiko;5372
1,21953E+14;PictureBox;11579
3,01683E+14;Catraca Livre São Paulo;2395
1,60429E+15;Digital Trends en Español;13680
5,19905E+14;The Penny Hoarder Food;8267
1,15228E+14;Ledlenser;693
2,76173E+11;National Geographic TV;4046
4,87539E+14;Alaska Milk;4147
2,02601E+14;Power 1021 Chico;6469
2,54534E+11;Dagens Næringsliv;7142
1,27086E+14;Frizz Ulm;7994
2,29148E+14;DW (Ελληνικά);14064
1,5777E+14;St.George Bank;12644
18107421115;Investor's Business Daily;8842
1,06205E+14;Nancy Hixt - Crime Beat;5327
6,20498E+14;Carrefour Italia;3850
2,00881E+14;Grimmway Farms;2665
48402454721;TKM;2205
1,841E+14;i24NEWS English;6533
3,20511E+11;Facebook;5417
1,90779E+11;City;4473
2,01476E+14;Zalando;10436
1,44433E+14;Facebook Academics;7731
4,90023E+14;Instant;3315
1,91656E+11;MDR SPUTNIK;2763
1,72786E+15;Sheffield United - The Star;7205
5,07854E+14;Muscle Monster;13445
1,32009E+14;AFP Integra;3864
8080683959;DVF - Diane von Furstenberg;12649
2,76601E+14;Dunkin' Donuts;10515
1,51576E+15;CNN Philippines;1529
1,30956E+14;Xerox;7618
1,39586E+14;All The Hits JJS;6902
2,87219E+14;3nz.it;2954
2,07014E+14;Noticias Univision 21 Fresno;5401
2,84413E+11;Glenwood NYC Luxury Apartments;4705
3,72943E+14;Tahiti Tourisme;716
2,40793E+14;Liverpool FC - Mirror Football;402
79544810932;Vevo;13834
1,35856E+11;TWIZZLERS;5825
1,43112E+11;Movistar Guatemala;493
1,88923E+14;KSJD Radio;3037
1,00759E+11;Sydsvenskan;306
4,76916E+14;NESCAFÉ Dolce Gusto Thailand;3748
1,31493E+14;Nutrifood;12164
1,63904E+14;General Mills;11798
1,17714E+11;Documentary on One, RTÉ Radio 1;1809
2,88607E+14;ROLEX;211
1,82114E+15;Cultura Colectiva Noticias;5102
1,19184E+15;INSIDER home;6693
42477353781;Aegean Airlines;13546
1,81298E+14;Turkcell;10963
1,48674E+14;No Frills;7958
1,6467E+14;WD;7802
2,46513E+14;NESCAFÉ Alegria;6173
1,29541E+14;Sanook News;7385
3,60768E+11;106.3 Cowboy Country;3260
1,55149E+14;The Dr. Pat Show;5503
2,67921E+14;Lidl Belgium;6607
1,27619E+14;GIBCO Cell Culture;10630
5,31094E+14;Push Travel;3787
1,50296E+15;Indianapolis Colts on 247Sports;12339
3,17965E+11;Almdudler;9039
2,28873E+11;Groupon;1097
4,15847E+14;Globe Opinion;2697
52117189590;94/7 Alternative Portland;5529
3,64278E+14;General Mills Cereal;4942
1,52065E+14;Progresso;11053
72446066744;idobi Radio;6911
1,40443E+14;BASF;3358
46532378742;México Desconocido;6941
1,65038E+14;Brilio English;12466
1,18536E+14;AirAsia;10879
2,72517E+11;FOROtv;664
1,43089E+14;ABC Coffs Coast;13812
4,19616E+14;JOMA;4531
1,1332E+15;Daily Hive Montreal;869
1,14547E+11;Yamaha Motor Indonesia;13923
1,08547E+14;Newsradio 600 KOGO;545
2,56737E+14;Blackstone;13356
1,63655E+14;BolognaToday;12866
1,49766E+14;Hooked on Science;6865
4,91243E+14;Total;2236
8,93676E+14;Science Insider;3798
3,68789E+14;Sanbittèr;12685
3,07212E+11;XL Country 100.7;11896
2,01657E+14;Dell;5898
8304333127;The Wall Street Journal;1854
1,17257E+14;Agrowon - Mitra Global Shivaracha;5093
5,03745E+14;Acento Robinson;8240
1,97371E+14;TD;11404
55322558203;Glenwood Springs Post Independent;6775
1,83538E+14;Diario Gestión;12634
7,63346E+14;How To Instructions Magazine;9968
10716057521;THE WEEK;1680
1,19928E+14;My.com;3040
4,15029E+14;Buzzly;3387
3,40906E+11;ARD-Buchmesse;6415
3,69467E+14;Al Jazeera English - Weather;13697
1,21521E+14;DanOn;12871
1,31449E+11;MILO® Philippines;1209
7456370819;106.5 The End;5196
1,23907E+14;WDEA AM 1370;8405
2,99786E+11;Matrix Professional Haircare & Color;5221
1,79381E+14;Bridge Magazine;13010
1,8421E+14;Dr. Oetker Deutschland;13263
5,48373E+14;Endemol Shine beyond Germany;8117
3,72319E+14;噪咖;9994
1,78847E+14;meltygroup;14106
17648521247;Kohl's;1728
1,14523E+14;Uncle Ben's U.S.A.;12918
1,0343E+14;Teesside Gazette;13790
5,73766E+14;Deichmann България;12834
2,54083E+14;BBC Suffolk;9980
1,22461E+11;KUYI Hopi Public Radio;12139
3,04211E+14;Durex;9382
8,10708E+14;SWR Classic;8178
3,24827E+11;Airbnb;1120
1,12333E+14;93.7 WBLK - The People's Station;8088
1,27592E+14;Florida Gators Football on SDS;8711
1,2752E+11;Musikhjälpen;11468
4,91453E+14;BuzzFeed Food;7215
60365300221;NDR 2;528
1,49875E+14;Porto Seguro;9802
5,21597E+14;Le Figaro Étudiant;11740
4,0736E+14;Café Zero°;9856
3,4128E+11;1200 WOAI;5082
58360851378;Columbus Business First;654
1,69181E+14;Skyscanner;11958
9,45282E+14;Netflix;6958
6758258138;KUOW Public Radio;4110
1,55177E+15;Mirror Tech;5358
1,64102E+14;Soy Bimbo Nito;5179
4,25782E+14;ANA BLUE WING;3352
3,81956E+14;壹週刊名人圈之花邊教主;12082
3,40192E+14;Clarin Rural;13892
1,43039E+14;EVA Airways Corp. 長榮航空;269
5,58227E+14;JRC Carp;12043
1,41678E+14;Dunnes Stores;212
1,61029E+15;VEON;13086
1,47863E+14;Билайн;9442
2,73848E+11;CBC Quebec;10441
3,42784E+14;Z 98.5;519
2,65166E+14;Japan Airlines;12950
1,02332E+14;iguama.com;6164
99612358427;American Family Insurance;9212
1,11109E+14;Bridgestone;11248
2,5797E+14;Le Parisien 78 - Yvelines;11260
4,01968E+14;The Mirror Daily;7808
1,35331E+11;Viva Entertainment, Inc.;13768
5,7181E+14;Smartly.io;2576
1,24081E+14;Idaho Education News;7582
2,6532E+14;Specsavers Optikko;688
1,05559E+14;Club Social;10008
3,5252E+14;Triumph;6209
87203137696;News 12 Brooklyn;5520
10574677739;107.9 The Link;7669
1,06558E+14;BNZ;7656
1,11766E+11;News 13;9775
50292794685;XXL Sport & Villmark;4006
1,52987E+15;WAZ auf Schalke;1922
1,89886E+11;Conservative Daily;8128
2,20884E+11;Kiss Fm 92.9 - Athens;2984
2,19012E+14;NBC News World;546
1,4215E+11;Mamamia;5733
4,35056E+14;Disney;5138
1,5982E+14;La Victoria Brand;7510
2,22989E+14;Easy Taxi;767
2,55108E+14;Suricate seboso;7024
1,63031E+15;WAZ Bochum;3636
5,54575E+14;China Southern Airlines SG;11185
1,04844E+11;L'OCCITANE en Provence;8519
1,54641E+14;StarTimes;2430
1,5711E+11;Big Bazaar;12372
1,70516E+11;Facebook;13755
3,33422E+14;Radiostpete.com;12557
1,44949E+14;Guia Folha;5498
1,83025E+14;Vilebrequin;5478
98609395212;Thomas Cook Airlines UK;12909
36100757478;RealClearWorld;9550
5,41213E+14;Lay's Italia;5505
1,76603E+14;Joe Romania;1878
5,69815E+14;Новости Mail.Ru;5872
49560714594;Atelier Doré;12238
1,54601E+15;Nyheter24 Nöje;2309
1,7121E+14;NDR Hamburg;11098
1,53317E+14;K95.5 Tulsa’s New Country Leader;3388
1,85802E+14;LG Hrvatska;3303
1,60226E+14;SM Tickets;4798
1,4645E+15;verlocal;11228
3,55086E+14;Runners Barcel;13476
46566182831;Bournemouth Daily Echo;1678
7,11507E+14;ETtoday遊戲雲;373
2,3886E+14;TransMilenio;1954
1,13058E+14;iTrial.hk;3118
3,25682E+11;TheCourier.co.uk;6992
4,61624E+14;Turner;13566
1,25689E+14;The Beaverton;11265
2,43251E+11;WBBM Newsradio;12681
92497166486;Snipes;6952
1,38145E+15;Cultura Colectiva +;9675
1,8325E+11;Éxito;9001
3,40407E+11;BILLED-BLADET online;11891
1,25428E+14;WaterOne;5590
4,44926E+11;Starbucks Nederland;8800
3,3248E+11;Rachel's Official Fan Page;2078
6,11371E+14;Daily Mail Video;1199
1,11253E+11;Time Warner;13966
1,19474E+14;China Airlines 中華航空;5920
1,22532E+11;Herald & Review;4879
2,52615E+11;Clifford The Big Red Dog;10083
1,22701E+15;We Rise by PopSugar;4850
1,88386E+14;ICI Québec;10974
3,413E+14;Zetland;6077
2,11063E+11;WNNJ 103.7 FM - The Tri State's Rock Station;10143
1,56237E+14;SWIX;9577
8,39501E+14;Irish Mirror Sport;803
1,15254E+14;AzadliqRadiosu;9913
1,85039E+14;三立新聞網;11769
1,99099E+14;LADbible;7202
64423130451;Z100 Portland;12840
36259238675;KSL 5 TV;2046
1,1409E+14;ampm;2979
10282578643;Herald-Mail Media;5435
1,16111E+15;ABC News Live;11988
2,11807E+14;Dream Team;9863
1,50668E+11;men's uno TW;11853
5,37333E+14;The National Commercial Bank - Alahlincb;8760
47990650691;Radio FM1;5911
3,71974E+11;Danone España;4044
1,0096E+11;New Statesman;1808
77383965939;Rebecca Minkoff;3128
1,85151E+14;Facebook;9314
2,77435E+14;Christmas Tree Shops and That;8278
2,60544E+14;Scotland on Sunday;2554
1,21583E+14;105.3 HOT FM;4255
7,91265E+14;Sampler;6459
2,74918E+14;Daily Mail Sport;4989
1,8801E+14;Microsoft;1881
28940123736;7x7;6700
4,29333E+11;ESPN UK;3920
7,55418E+14;RTÉ;6745
1,4555E+15;Paracetamol Paniyaram;7122
1,95721E+11;Simple Bites;8047
1,10783E+11;101 ESPN Radio St. Louis WXOS;9000
6,18786E+14;BuzzFeed News;13385
4,07608E+14;Unilever Careers;6009
1,92877E+14;BILD Video;10848
1,109E+11;Conspiração Filmes;847
2,41601E+14;TrueNorth;370
1,85824E+14;W Korea;6862
6,52173E+14;KOFILA;8859
1,11167E+14;Capital Region USA;13194
6,42389E+14;Life Шоу;730
1,2196E+14;Groupon;12241
1,45335E+14;NRK Østlandssendingen;175
1,84482E+14;Travel Oregon;8307
45675197590;Original Wagner;5612
2,9468E+11;KIX 100.9;6826
6,18269E+14;DW Gesundheit;13861
2,34161E+11;MDR Kultur;5460
1,59659E+14;WSJ Opinion;4057
1,01857E+14;Bubbaloo;9069
33684860765;WKYT;5075
45566969596;104.1 The Fish;7676
6289999442;Berghaus;7611
2,8033E+14;Allstate Latino;12249
1,26209E+11;Cream of Wheat;4990
56030076366;SKOAR!;3226
1,45846E+14;Elder-Beerman;2314
1,6942E+14;Yanbal;13645
44028982543;Revista Visão;6703
1,19058E+11;94.1 The Zone;3718
3,85328E+11;Baskin-Robbins;9529
1,29421E+11;Tweakers;1290
1,63114E+15;The Atlantic: News;13915
3,09755E+14;Code.org;9809
19715933496;Dannijo;7482
1,04105E+14;Cadbury Dairy Milk;2103
4,96922E+11;NOOK;5168
1,13785E+11;Disney;2524
1,75466E+11;Sunday World;13196
1,5114E+14;LN Sportbuzzer;7896
2,2877E+11;Montana's BBQ;3742
2,02693E+14;Kinder Bueno;6551
1,40642E+14;eBay.it;6772
3,79814E+11;11teamsports;3059
4,00421E+14;Upsocl Comunidad;8154
1,90374E+14;TV3 Sport Håndbold;13822
1,39266E+15;NSE Emerge;10547
2,07494E+11;99.1 WQIK;2
75192381854;Virgin Radio Romania;5312
5,38732E+14;華信航空 Mandarin Airlines;8023
4,94458E+14;Nutella;4743
1,68447E+15;Wiko;13419
1,27286E+14;Baaam hälsa;7296
2,71915E+14;Diply;283
2,39236E+14;Seguros SURA Colombia;9574
7,32389E+14;Chicago Bears on Scout;1386
1,46089E+15;The News Lens 關鍵評論網 東南亞;10059
2,83223E+14;NESCAFÉ Dolce Gusto Suomi;12456
3,00418E+14;Malvern Gazette;12217
2,00743E+14;Banco Galicia;9142
1,64292E+14;Visit Jamaica UK;11366
24824536311;Hitradio Center;10131
1,56811E+11;Z1075;3981
1,55304E+14;Matrix Professional Haircare & Color;2114
1,59207E+11;FOX 13 News - Tampa Bay;5806
7,65261E+14;Ford Perú;5246
7,65788E+14;Cultura Colectiva Historia;2757
1,19136E+11;WKOW 27;12613
1,33112E+11;Texas Mix 105.3/ 94.9 FM;2933
1,1958E+14;Pennsylvania Turnpike;7348
1,0492E+14;Microsoft Developer;13271
3,36955E+11;Bump Club and Beyond;13632
51156889792;"Babies""R""Us";5222
1,29159E+11;Triple M's Hot Breakfast with Eddie McGuire;4904
1,29627E+14;L'OCCITANE en Provence;5342
1,42071E+15;VICE Japan;6451
7,41525E+14;CNNArabic رياضة;12222
7,57674E+14;Yoobi;5564
1,14012E+14;Alaska Choco;13780
1,2039E+14;Arla;12242
3,54479E+14;The New York Times Chinese -Simplified     纽约时报中文网;9227
2,14949E+11;Digicel;9726
20798873812;Fit Pregnancy;3554
1,49549E+15;Mingpao Investigative Team;6929
99507709969;Daily Citizen-News;4295
7,53171E+14;Amazon Prime Video Ireland;3158
6,08601E+14;Nyheter24 Sport;6510
1,9982E+11;Digicel;10411
1,08313E+14;SHARK Energy;714
6,39087E+14;Dhaka Today;12811
2,2668E+14;Le Parisien - Auto Moto;1800
4,69975E+11;Correio da Manhã;11699
3,2672E+14;Rare Entertainment;2836
3,22742E+14;SourceFed;13580
1,54317E+15;Viva Events;11300
2,06039E+14;CNN Opinion;12378
3,47078E+14;Jaguar;5117
1,44788E+14;Milanos Shoes;10366
27285497620;Super 8;4195
25697207138;Peter Pan Peanut Butter;7267
4,43682E+14;Ranmase;1950
1,76127E+14;Lokalavisen Frederikssund;10030
2,58365E+11;CBC Saskatchewan;12852
3,95893E+14;ASUS Republic of Gamers;6840
2,48964E+11;Hoy Los Angeles;13182
59944789668;ABC Brisbane;11195
1,10699E+14;三立新聞;5104
1,09902E+14;Denver Post Prep Sports;5526
1,00342E+14;Triumph;9567
2,76152E+14;FOCUS Online Video;8449
1,40521E+15;theScore esports;2446
2,33584E+11;Justin Barclay;8268
1,43507E+15;Daily Wire;5528
4,25754E+14;Aftonbladet Plus;8825
1,21898E+14;The Rock at 94-9;2971
1,86826E+14;Modest! Management;13386
2,15316E+14;Canyon;10077
5,36127E+14;Khaosod English;14020
7301235521;The Flint Journal;336
7,07649E+14;WhoHaha;844
4,2317E+14;HarperCollins Christian Publishing;8004
5,23163E+14;Oscar Health;772
33274621228;104.5 WSNX;11879
1,68076E+11;Rhein-Zeitung;13769
2,85553E+14;Ngoisao.net;4366
1,60515E+14;Eltiempo.es;6843
7179882242;Garanti Bankası;9795
1,25593E+14;Abarth;14082
1,23398E+14;LightInTheBox;12243
1,7287E+14;BLACK LABEL Bacon;3498
3,56382E+14;e.on;11700
4,69405E+14;News Republic;7432
1,65509E+11;KCEN TV;10546
2,68782E+14;Chips Ahoy!;13823
2,98324E+14;Relais & Châteaux;3113
1,9711E+14;La Source;7613
1,40356E+15;Amazon出品(出店)サービス;7962
1,11325E+14;The Sun Football;526
1,37862E+14;Galaxy Chocolate;2120
3,23652E+14;타임아웃서울 Time Out Seoul;13488
1,76218E+14;South Carolina Gamecocks Football on SDS;2639
3,08385E+14;Time Out Los Angeles;8
1,21292E+11;MARCO POLO;2154
1,37527E+11;INDIE Magazine;10480
1,99272E+14;Polygraph.Info;940
2,58044E+14;SBS Onair Sports;2706
1,54033E+11;Cape Cod Times;13106
79508578269;Great Steak;3453
4,17769E+14;Le Plateau;7153
1,13733E+14;Fit Tea;4381
1,2345E+11;GOOD HOPE FM;12813
1,22253E+14;Citizenship Microsoft Asia Pacific;1909
1,17118E+14;Metro;4061
1,41617E+15;NPR One;5334
3,36461E+11;CBC Calgary;3504
1,65816E+14;Yarmouth Vanguard;2854
1,51016E+14;FlySAA Mauritius;1743
1,40263E+11;BBC Radio Shropshire;11511
1,40211E+14;CBS Sports College Basketball;9434
1,58146E+15;Polaris Drink;1543
57441959950;StarTribune Variety;6897
6,85893E+14;Philadelphia Eagles on 247Sports;995
2,05164E+14;Puck Arabia;84
1,4584E+14;VoiceTube;9894
5,6395E+14;Babybel;11130
1,01906E+14;Newport Patch;8246
3,5739E+11;Light & Fit;10158
1,90426E+14;SPAM;11500
1,07198E+14;Radio Arabella Oberösterreich;1774
3,14198E+14;monday.com;11603
1,19111E+14;Yumoş;12854
1,47565E+15;France Bleu Drôme Ardèche;8197
2,65568E+11;TUI fly Deutschland;5602
1,18004E+14;Volkswagen;9670
1,13296E+14;Fry's Food Stores;8892
1,44915E+15;Vita Coco Coconut Oil;6225
4,37382E+14;Mikado;158
15524934075;Banana Republic;5320
4,14913E+14;CBS Local Sports;10942
3,33973E+11;limango;5741
2,50165E+14;lesite.tv;5015
2,63442E+11;L'OCCITANE en Provence;6107
5,17023E+14;壹路飆;1081
1,78734E+11;DW (Polski);7103
3,68425E+14;Canal de la Ciudad;785
1,43888E+14;Asiana Airlines;12872
1,34853E+11;KRMG;9950
9,42502E+14;ORF Sport;12126
1,70253E+11;Telia Norge;13134
2,02863E+14;inSüdthüringen;7721
23837858270;The Webby Awards;9779
2,72264E+14;la Repubblica Torino;12402
4,03861E+14;Ontdek Alberta;7147
1,86598E+14;Bugaboo;7377
28710762347;Cotton;13079
87734779537;Wotif.com;13077
2,2921E+14;Airtel Congo B;9932
1,69114E+15;Quaker España;11435
1,85394E+14;ABB;13253
1,49659E+14;Fox News Insider;10066
1,02039E+11;News 12 Westchester;6240
1,71701E+14;WFTV Action 9;6619
1,32731E+14;DW Akademie - Asia;1307
1,64626E+11;Olapic;11794
1,29447E+14;Sunny 93.3;6948
2,71929E+14;ALGERIE PRESSE SERVICE;1773
3,44255E+14;Truthloader;2108
36628434917;WLRH 89.3 FM/HD;1703
1,5833E+15;4 the 412;3516
2,15552E+11;Veckans Affärer;13063
2,39471E+14;TeleCentro;36
1,42734E+14;Sky Cinema;8926
4,00562E+14;W Dish;5992
2,56098E+14;Phyathai Hospital;4550
2,28864E+11;Com2uS;6102
10765693196;Screen Rant;12333
1,22341E+11;Mrs. Freshley's;7885
1,42927E+14;Fayre & Square;11315
99142348590;MPR News;5054
4,29274E+14;Construrama;12700
3,29892E+11;Contigo!;11676
7,50644E+14;SK;2239
1,34654E+14;Entertainment One;10283
1,82369E+15;Boomerang;8360
1,43785E+14;Generali Italia;7450
1,4713E+15;Swiss International Air Lines;4375
1,40755E+11;Mrs. Dash;2313
2,92354E+14;Chupa Chups;12213
1,46824E+14;Cigarette Racing Team;120
2,28731E+11;Matrix Professional Haircare & Color;5866
1,19666E+14;Volkswagen;7107
1,10248E+14;Tigo Colombia;6879
3,89573E+11;CommonReads;2709
3,17717E+14;NewsRadio 1450 WKIP;2640
1,12316E+14;Abarth;4594
72087864941;Hardee's Arabia;681
2,7112E+11;El Observador;11312
1,90899E+14;LifeStride;13369
4,20976E+14;France Bleu Armorique;10393
1,61192E+14;ABC Central Coast;3205
6979393237;Dunkin' Donuts;968
2,03118E+14;Wego;2917
1,39519E+14;NAFE- National Association for Female Executives;10642
7,53166E+14;SweeTARTS;12448
4,00961E+14;Audi Ireland;10364
3,49113E+11;Real Plaza;9756
86398345441;Dawn.com;3559
29904868954;On the Media;2401
1,40573E+15;RT UK;6681
3,07339E+14;Bridgestone;6466
5,60942E+14;Cultura Colectiva Arte;5877
9,62484E+14;VICE România;12426
1,77636E+14;SRCOM;8036
3,83437E+14;Le Gorafi;14034
18790602800;Tesla;12963
4,91737E+14;Brooks Running;5536
5,76245E+14;P1 Debatt;3423
1,29326E+14;Brooks Running;74
2,40309E+11;Willamette Week;1625
1,54134E+14;Manor;11356
1,04818E+14;El Tribuno Jujuy;3411
1,05413E+14;American Express;3394
1,36321E+14;TuneIn;5199
1,90899E+14;RTL Nieuws New York;11760
2,438E+14;Dachauer Nachrichten;6288
1,00818E+11;Ayoye OMG QC;2726
2,69915E+14;Old El Paso;7791
1,14859E+11;MAAF;3622
59420816149;96.5 KISS FM;5398
41916963809;RomaToday;2993
1,70162E+14;Taeq;8868
1,14527E+14;Liège-Bastogne-Liège;4998
8,55133E+14;Upsocl Video;2059
2,64718E+11;Statesman Journal;1156
1,39251E+15;BBC England;13472
2,11869E+14;The Pledge;8857
27451491784;KMTR NBC 16;613
9586347482;al.com;9010
2,90514E+14;Visit Holland;6782
2,15194E+14;Canning Times - Melville Times;12348
9,74273E+14;Refinery29 Germany;10206
2,28595E+14;Sun Life Financial Canada;5773
54711713629;13News Now - WVEC;14040
3,58655E+14;JustFab;4306
1,9441E+14;Marvel Universe Live;13612
3,78521E+14;Running Heroes;6073
8,48465E+14;Debrief Daily;13842
1,68731E+15;Lulu;4802
2,01465E+14;Boston.com Sports;8554
1,10569E+11;ABC Sydney;5585
4,75238E+11;News Talk 980 CKNW;2799
1,14606E+14;Daily Bhaskar;12554
50735961182;KEPR Action News;9152
18801397386;AirAsia;1556
1,14518E+14;The Other 98%;12807
2,17865E+14;hummel;959
2,27751E+14;KSNT News;2907
1,17442E+14;Cadena 3 Argentina;6320
4,54425E+14;Lidl Österreich;7276
3,51516E+14;MZ;3895
1,57477E+14;Starbucks El Salvador;10654
4,4808E+14;Broadly en español;12517
2,51847E+14;C&A;7151
1,89669E+11;M-magasin;2392
1,22274E+14;Airtel Kenya;4273
67341283611;Marks and Spencer;12338
2,07059E+14;Qantas;10759
1,51999E+14;McDonald's;1947
7,94564E+14;MojoAnime;2948
1,10061E+11;Digicel;12355
4,06136E+11;Telenor Hungary;13496
2,73433E+14;China Eastern Air(동방항공);317
7,81345E+14;China Eastern Airlines;10069
3,72406E+11;Mallorca Zeitung;9084
76528042101;BNI;6940
1,5763E+14;Matrix Professional Haircare & Color;5481
1,17214E+14;Sage;5080
3,48252E+11;Aljazeera International Documentary Film Festival مهرجان الجزيرة للأفلام;5822
2,66077E+14;Gear & Style Cheat Sheet;4420
2,38705E+11;Zona MX 101.9 FM;4292
1,38861E+15;THOMY;7341
1,60664E+11;Zavvi;12645
1,49973E+15;Egy teljes élet hozzávalói;9148
2,91177E+14;CHOCAPIC;13599
3,37166E+14;Medibank;2406
21050564944;CCM Hockey;7762
1,38073E+14;Formato 21 - 790 AM;12729
1,50848E+15;Melissa;14037
1,38651E+14;P1-Morgon Sveriges Radio;8281
78402726296;Halebop;13333
1,57838E+11;Canyon;7396
3,61395E+14;The Sangai Express;4311
1,49206E+15;Scatto Italiano;8345
1,89121E+14;Viaplay;11241
1,36669E+14;Liverpool Champion;9912
77467822260;The Opelika-Auburn News;4362
7,19744E+14;VOA Extremism Desk;9459
2,55451E+14;ETtoday科技雲;14057
4,52173E+14;activyst;12296
1,40215E+14;WVVA Weather;11317
3,21548E+14;Jewish Voice From Germany;11716
1,82257E+14;Estadão Acervo;1911
80453941739;www.theoldcoach.com;6205
1,82042E+11;WRVA- 1140AM;2564
2,58085E+14;NESTEA;8343
4,18393E+14;Red de Periodismo Cultural - FNPI;9971
6549342214;Holiday Lettings;864
1,94032E+14;Canyon;2537
1,00709E+14;Only In Maine;5264
1,34044E+14;Playmates;8678
1,46423E+14;Addicting Info;4948
2,72043E+11;BBC Surrey;3887
1,24716E+11;BBC South East;7630
1,55177E+14;SWIX;11916
2,46229E+14;La Villita;13863
1,46784E+11;95.3 The Eagle;11140
2,4756E+11;Crocs;2600
2,1374E+14;Donuts;3242
4,58317E+14;Mercure Hotels;6234
1,44173E+14;Omoda;3339
6,29916E+14;DAVID Seeds;3905
3,91017E+14;Wright's Liquid Smoke;1427
1,41111E+14;DW (درى);8186
2,37347E+14;MZ Aschersleben;12882
1,25722E+14;Campaign Asia-Pacific;12435
1,12275E+14;Victory Motorcycles;6471
74181625900;NewsRadio 1120 KMOX;7800
3,14499E+11;Pfizer;3857
2,3368E+14;CTV Calgary;7239
3,86826E+14;Shopbop;10134
1,372E+15;Dodo Impact;10710
86642792654;GIORDANO;2238
1,42921E+14;FruitBouquets.com;2844
2,87148E+14;American Tourister;2607
1,56033E+14;Roger Vivier;10929
84434804237;Mirror Football;10257
22100945733;Here & Now;4647
2,84019E+14;Televisa Espectáculos;13748
96796398469;Independent.ie;9055
3,21666E+14;Mavis Discount Tire;8960
9,916E+14;Daily Mail Animals;13310
1,48304E+14;WD;1835
1,13374E+11;New York Life Insurance Company;3551
1,46089E+14;Jumex;973
13411611241;Crocs;12495
1,69916E+15;Us Weekly Video;13987
4,48121E+14;Glasgow Live;9998
1,50596E+15;AD Haagsche Courant;11030
5,62926E+14;Hot 99.5 Duval;5800
1,46459E+15;Daily Post Business;907
1,27644E+14;Harper's Bazaar En Español;11612
7,19986E+14;ScoopWhoop Firangi;4893
1,41612E+14;Joy FM;12425
1,14824E+11;Hilton Grand Vacations;4494
2,02248E+14;KRO Leden;198
3,2091E+11;FOX6 Snow Stick;5605
1,95538E+14;IGA Australia;187
1,18334E+14;Surfline en Español;9759
1,86735E+14;Kia Panamá;12822
1,55871E+15;Rare Media;3166
1,58345E+15;الجزيرة - لبنان;13870
9,61576E+14;CBS4 Local;9887
38245492451;ABC7;11479
1,95185E+11;Pillsbury;4632
